id,brand,categories,ingredients,manufacturer,manufacturerNumber,name,text_corpus
326,Bahlsen,"Cookies,Food,Chocolate,Grocery","sugar,wheat flour,palm oil shortening,cocoa butter,hazelnuts,chocolate liquor,skimmed milk,whole milk powder,whey powder,butter oil,whey,low fat cocoa powder,lactose,soy lecithin,natural vanilla and hazelnut flavors,salt,almonds,sodium bicarbonate,dried yolk,spices.",Bahlsen,885897,"Bahlsen Wafers, Hazelnut, Milk Chocolate","This product is a Bahlsen Wafers, Hazelnut, Milk Chocolate from the brand Bahlsen. It falls under the category of cookies,food,chocolate,grocery and contains ingredients such as sugar,wheat flour,palm oil shortening,cocoa butter,hazelnuts,chocolate liquor,skimmed milk,whole milk powder,whey powder,butter oil,whey,low fat cocoa powder,lactose,soy lecithin,natural vanilla and hazelnut flavors,salt,almonds,sodium bicarbonate,dried yolk,spices.. It is manufactured by bahlsen (manufacturer code: 885897)."
327,Canada Dry,"Beverages,Food,Water,Grocery","carbonated water,natural flavors.","Dr Pepper/Seven Up, Inc",DPSUSC800080174,Sparkling Water Refreshingly Raspberry,"This product is a Sparkling Water Refreshingly Raspberry from the brand Canada Dry. It falls under the category of beverages,food,water,grocery and contains ingredients such as carbonated water,natural flavors.. It is manufactured by dr pepper/seven up, inc (manufacturer code: dpsusc800080174)."
328,Voortman,"Food,Cookies,Grocery","enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid),dried coconut,sugar,vegetable oil (canola, soybean, palm and palm kernel, sunflower),high fructose corn syrup,salt,eggs.",Voortman Cookies,710649,"Voortman Mini Coconut Crunch Cookies, 12.3 Oz","This product is a Voortman Mini Coconut Crunch Cookies, 12.3 Oz from the brand Voortman. It falls under the category of food,cookies,grocery and contains ingredients such as enriched wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid),dried coconut,sugar,vegetable oil (canola, soybean, palm and palm kernel, sunflower),high fructose corn syrup,salt,eggs.. It is manufactured by voortman cookies (manufacturer code: 710649)."
329,Grace Foods,"Food,Sauces,Grocery","water,white sugar,tomato paste,white vinegar,onions,salt,brown sugar,canola oil,spices (contains thyme and all spices),shallots,modified corn starch,dijon mustard (water, mustard seed, distilled vinegar, salt, white wine, citric acid, tartaric acid, pectin, spices),soy sauce (water, soy beans, wheat flour, salt),garlic,peppers (contains pimento),ginger,herbs,onion powder,garlic powder,concentrated lime juice (may contain sulfites),dehydrated scallions,potassium sorbate (preservative),. made in a facility that uses wheat,soy,milk,eggs,nuts and fish.",GRACE KENNEDY LIMITED,5527083951,Jerk Bbq Sauce,"This product is a Jerk Bbq Sauce from the brand Grace Foods. It falls under the category of food,sauces,grocery and contains ingredients such as water,white sugar,tomato paste,white vinegar,onions,salt,brown sugar,canola oil,spices (contains thyme and all spices),shallots,modified corn starch,dijon mustard (water, mustard seed, distilled vinegar, salt, white wine, citric acid, tartaric acid, pectin, spices),soy sauce (water, soy beans, wheat flour, salt),garlic,peppers (contains pimento),ginger,herbs,onion powder,garlic powder,concentrated lime juice (may contain sulfites),dehydrated scallions,potassium sorbate (preservative),. made in a facility that uses wheat,soy,milk,eggs,nuts and fish.. It is manufactured by grace kennedy limited (manufacturer code: 5527083951)."
330,Utz,"Food,Pretzels,Grocery","wheat flour,salt,corn oil,malt syrup (derived from barley),sugar,yeast,soda. contains no hydrogenated fats. allergy information: contains wheat and barley. this product is also made on a production line that produces other pretzels that may contain milk,soy and sesame seed. made in a peanut and tree nut free facility.",Utz Quality Foods,1ZGKXM02T8VS,"Utz Holiday Shaped Pretzels, 14 Oz","This product is a Utz Holiday Shaped Pretzels, 14 Oz from the brand Utz. It falls under the category of food,pretzels,grocery and contains ingredients such as wheat flour,salt,corn oil,malt syrup (derived from barley),sugar,yeast,soda. contains no hydrogenated fats. allergy information: contains wheat and barley. this product is also made on a production line that produces other pretzels that may contain milk,soy and sesame seed. made in a peanut and tree nut free facility.. It is manufactured by utz quality foods (manufacturer code: 1zgkxm02t8vs)."
331,Simplify,"Baking,Food,Grocery","water,ethyl alcohol (35),and vanilla bean extractives. all natural,no added sugar,no artificial preservatives",Bell Buckle Country Store,234536,"Simplify Vanilla Extract, Pure, Madagascar Bourbon","This product is a Simplify Vanilla Extract, Pure, Madagascar Bourbon from the brand Simplify. It falls under the category of baking,food,grocery and contains ingredients such as water,ethyl alcohol (35),and vanilla bean extractives. all natural,no added sugar,no artificial preservatives. It is manufactured by bell buckle country store (manufacturer code: 234536)."
332,DASANI,"Beverages,Food,Water,Grocery","purified water,magnesium sulfate,potassium chloride,salt (adds a negligible amount of sodium),.",Coca Cola Enterprises,COKESC092249720,"Dasani Raspberry Water Beverage, 20 Fl Oz","This product is a Dasani Raspberry Water Beverage, 20 Fl Oz from the brand DASANI. It falls under the category of beverages,food,water,grocery and contains ingredients such as purified water,magnesium sulfate,potassium chloride,salt (adds a negligible amount of sodium),.. It is manufactured by coca cola enterprises (manufacturer code: cokesc092249720)."
333,Utz,"Chips,Food,Grocery","whole fresh potatoes,sliced and cooked in 100 pure cottonseed oil,with salt added. no preservatives added. this is a gluten free food.",Utz Quality Foods,2VMHN0TIUS6V,"Utz Ripple Potato Chips, 6 Oz","This product is a Utz Ripple Potato Chips, 6 Oz from the brand Utz. It falls under the category of chips,food,grocery and contains ingredients such as whole fresh potatoes,sliced and cooked in 100 pure cottonseed oil,with salt added. no preservatives added. this is a gluten free food.. It is manufactured by utz quality foods (manufacturer code: 2vmhn0tius6v)."
334,Maple Grove Farms,"Food,Salad Dressings,Grocery","water,canola oil,tomato puree (tomatoes, salt, citric acid),distilled vinegar,red wine vinegar,salt,modified corn starch,dried basil,dried onion,natural flavors,mustard flour,dried garlic,citric acid,xanthan gum,sucralose,potassium sorbate (to preserve freshness),.","Maple Grove Farms of Vermont, Inc.",7468301546,"Maple Grove Farms Sugar Free Tomato Basil Dressing, 8 Fl Oz","This product is a Maple Grove Farms Sugar Free Tomato Basil Dressing, 8 Fl Oz from the brand Maple Grove Farms. It falls under the category of food,salad dressings,grocery and contains ingredients such as water,canola oil,tomato puree (tomatoes, salt, citric acid),distilled vinegar,red wine vinegar,salt,modified corn starch,dried basil,dried onion,natural flavors,mustard flour,dried garlic,citric acid,xanthan gum,sucralose,potassium sorbate (to preserve freshness),.. It is manufactured by maple grove farms of vermont, inc. (manufacturer code: 7468301546)."
335,Tadin,"Food,Beverages,Tea,Grocery",green tea leaf.,Tadin Herb & Tea,BG18820,"Tadin Herbal Tea, Green Tea, Bags","This product is a Tadin Herbal Tea, Green Tea, Bags from the brand Tadin. It falls under the category of food,beverages,tea,grocery and contains ingredients such as green tea leaf.. It is manufactured by tadin herb & tea (manufacturer code: bg18820)."
336,Giuliano Foods,"Food,Olives,Grocery","olives,water,almonds,salt,lactic acid.",Giulianos' Specialty Foods,638700,"Giuliano Stuffed Olives Almond, 7.0 Oz","This product is a Giuliano Stuffed Olives Almond, 7.0 Oz from the brand Giuliano Foods. It falls under the category of food,olives,grocery and contains ingredients such as olives,water,almonds,salt,lactic acid.. It is manufactured by giulianos' specialty foods (manufacturer code: 638700)."
337,MAPLE GROVE,"Food,Salad Dressings,Grocery","water,sugar,canola oil,cider vinegar,concentrated lemon juice,salt,granulated garlic,natural flavors (milk),xanthan gum,black pepper,granulated onion,potassium sorbate (to preserve freshness),.","Maple Grove Farms of Vermont, Inc.",14707,"Maple Grove Farms Dressing, Caesar, Lite","This product is a Maple Grove Farms Dressing, Caesar, Lite from the brand MAPLE GROVE. It falls under the category of food,salad dressings,grocery and contains ingredients such as water,sugar,canola oil,cider vinegar,concentrated lemon juice,salt,granulated garlic,natural flavors (milk),xanthan gum,black pepper,granulated onion,potassium sorbate (to preserve freshness),.. It is manufactured by maple grove farms of vermont, inc. (manufacturer code: 14707)."
338,Iberia,"Food,Olives,Grocery","manzanilla olives,water,minced pimiento (pimiento, sodium alginate, guar gum, calcium chloride),salt,lactic acid,citric acid,ascorbic acid,potassium sorbate to protect quality.",iberia foods corp.,10962,"Iberia Spanish Salad Olives, 10 Oz","This product is a Iberia Spanish Salad Olives, 10 Oz from the brand Iberia. It falls under the category of food,olives,grocery and contains ingredients such as manzanilla olives,water,minced pimiento (pimiento, sodium alginate, guar gum, calcium chloride),salt,lactic acid,citric acid,ascorbic acid,potassium sorbate to protect quality.. It is manufactured by iberia foods corp. (manufacturer code: 10962)."
339,SunnyD,"Food,Beverages,Juice,Grocery","water,corn syrup and 2 or less of each of the following: concentrated juices (orange, apple, grapefruit, tangerine, lime),citric acid,malic acid,ascorbic acid (vitamin c),thiamin hydrochloride (vitamin b1),natural and artificial flavors,modified cornstarch,canola oil,cellulose,gum,sucralose,sodium hexametaphosphate,potassium sorbate to protect flavor,red 40,blue1 and disodium edta to protect color.",Sunny Delight Beverages Company,5020058500,"Sunnyd Citrus Punch Grape, 16.0 Fl Oz","This product is a Sunnyd Citrus Punch Grape, 16.0 Fl Oz from the brand SunnyD. It falls under the category of food,beverages,juice,grocery and contains ingredients such as water,corn syrup and 2 or less of each of the following: concentrated juices (orange, apple, grapefruit, tangerine, lime),citric acid,malic acid,ascorbic acid (vitamin c),thiamin hydrochloride (vitamin b1),natural and artificial flavors,modified cornstarch,canola oil,cellulose,gum,sucralose,sodium hexametaphosphate,potassium sorbate to protect flavor,red 40,blue1 and disodium edta to protect color.. It is manufactured by sunny delight beverages company (manufacturer code: 5020058500)."
340,Hanover,"Food,Canned Vegetables,Grocery","kidney beans,water,sugar,corn syrup,salt,natural flavorings,onion powder,calcium chloride,disodium edta added as a preservative.",Hanover,2880014315,Kidney Beans,"This product is a Kidney Beans from the brand Hanover. It falls under the category of food,canned vegetables,grocery and contains ingredients such as kidney beans,water,sugar,corn syrup,salt,natural flavorings,onion powder,calcium chloride,disodium edta added as a preservative.. It is manufactured by hanover (manufacturer code: 2880014315)."
341,Tully's,"Coffee,Food,Grocery",made with 100 arabica coffee.,Tully's,99555088045,"Tully'S Green Mountain Gourmet Single Cup Coffee Italian Roast , 4.87 Oz (Pack Of 6)","This product is a Tully'S Green Mountain Gourmet Single Cup Coffee Italian Roast , 4.87 Oz (Pack Of 6) from the brand Tully's. It falls under the category of coffee,food,grocery and contains ingredients such as made with 100 arabica coffee.. It is manufactured by tully's (manufacturer code: 99555088045)."
342,Marinades,"Condiments,Food,Grocery","paprika,and other spices (including red pepper, oregano, thyme and black pepper),salt,maltodextrin,garlic,onion,sugar and silicon dioxide (added to make free flowing),.","Mccormick & Co., Inc.",2580,"Marinades: Southwest Grill Mates Marinade Mix, 1.25 Oz","This product is a Marinades: Southwest Grill Mates Marinade Mix, 1.25 Oz from the brand Marinades. It falls under the category of condiments,food,grocery and contains ingredients such as paprika,and other spices (including red pepper, oregano, thyme and black pepper),salt,maltodextrin,garlic,onion,sugar and silicon dioxide (added to make free flowing),.. It is manufactured by mccormick & co., inc. (manufacturer code: 2580)."
343,Pillsbury,"Baking,Food,Grocery","sugar,partially hydrogenated vegetable oil (soybean and cottonseed oil),water,corn syrup,corn starch,contains 2 or less of each of the following: color added including red 40,salt,mono- and diglycerides,modified corn starch,artificial flavor,polysorbate 60,potassium sorbate (preservative),soy lecithin,citric acid,sodium citrate. contains soybean ingredients.",J M Smucker Co.,5150076120,Creamy Supreme Strawberry Flavor Frosting,"This product is a Creamy Supreme Strawberry Flavor Frosting from the brand Pillsbury. It falls under the category of baking,food,grocery and contains ingredients such as sugar,partially hydrogenated vegetable oil (soybean and cottonseed oil),water,corn syrup,corn starch,contains 2 or less of each of the following: color added including red 40,salt,mono- and diglycerides,modified corn starch,artificial flavor,polysorbate 60,potassium sorbate (preservative),soy lecithin,citric acid,sodium citrate. contains soybean ingredients.. It is manufactured by j m smucker co. (manufacturer code: 5150076120)."
